posicion,etiqueta
2010050402,3.05577E+19
2010050501,
2010050502,3.05577E+19
2010050601,
2010050602,3.05577E+19
2010050701,
2010050702,3.05577E+19
2010050801,
2010050802,
2010060101,
2010060102,
2010060201,
2010060202,
2010060301,
2010060302,
2010060401,
2010060402,
2010060501,
2010060502,3.05577E+19
2010060601,
2010060602,
2010060701,
2010060702,3.05577E+19
2010060801,
2010060802,
2010070101,
2010070102,
2010070201,
2010070202,
2010070301,
2010070302,3.05577E+19
2010070401,
2010070402,
2010070501,
2010070502,
2010070601,
2010070602,
2010070701,
2010070702,
2010070801,
2010070802,
2010080101,
2010080102,
2010080201,
2010080202,
2010080301,
2010080302,3.05577E+19
2010080401,
2010080402,3.05577E+19
2010080501,
2010080502,
2010080601,
2010080602,
2010080701,
2010080702,3.05577E+19
2010080801,
2010080802,
2010090101,
2010090102,
2010090201,
2010090202,3.05577E+19
2010090301,
2010090302,
2010090401,
2010090402,
2010090501,
2010090502,
2010090601,
2010090602,
2010090701,
2010090702,
2010090801,
2010090802,
2010100101,
2010100102,
2010100201,
2010100202,
2010100301,
2010100302,3.05577E+19
2010100401,
2010100402,
2010100501,
2010100502,3.05577E+19
2010100601,
2010100602,
2010100701,
2010100702,3.05577E+19
2010100801,
2010100802,
2010110101,
2010110102,
2010110201,
2010110202,
2010110301,
2010110302,3.05577E+19
2010110401,
2010110402,
2010110501,
2010110502,3.05577E+19
2010110601,
2010110602,
2010110701,
2010110702,
2010110801,
2010110802,
2010120101,
2010120102,
2010120201,
2010120202,
2010120301,
2010120302,
2010120401,
2010120402,
2010120501,
2010120502,
2010120601,
2010120602,
2010120701,
2010120702,
2010120801,
2010120802,
2010130101,
2010130102,
2010130201,
2010130202,
2010130301,
2010130302,
2010130401,
2010130402,
2010130501,
2010130502,3.05577E+19
2010130601,
2010130602,
2010130701,
2010130702,
2010130801,
2010130802,
2010140101,
2010140102,
2010140201,
2010140202,
2010140301,
2010140302,
2010140401,
2010140402,
2010140501,
2010140502,
2010140601,
2010140602,
2010140701,
2010140702,
2010140801,
2010140802,
2010150101,
2010150102,3.05577E+19
2010150201,
2010150202,
2010150301,
2010150302,
2010150401,
2010150402,
2010150501,
2010150502,
2010150601,
2010150602,
2010150701,
2010150702,
2010150801,
2010150802,
2010160101,
2010160102,3.05577E+19
2010160201,
2010160202,3.05577E+19
2010160301,
2010160302,
2010160401,
2010160402,
2010160501,
2010160502,
2010160601,
2010160602,
2010160701,
2010160702,
2010160801,
2010160802,
2010170101,
2010170102,
2010170201,
2010170202,
2010170301,
2010170302,
2010170401,
2010170402,3.05577E+19
2010170501,
2010170502,3.05577E+19
2010170601,
2010170602,
2010170701,
2010170702,
2010170801,
2010170802,3.05577E+19
2010180101,
2010180102,
2010180201,
2010180202,
2010180301,
2010180302,3.05577E+19
2010180401,
2010180402,
2010180501,
2010180502,
2010180601,
2010180602,
2010180701,
2010180702,
2010180801,
2010180802,
2010190101,
2010190102,
2010190201,
2010190202,
2010190301,
2010190302,
2010190401,
2010190402,
2010190501,
2010190502,
2010190601,
2010190602,
2010190701,
2010190702,
2010190801,
2010190802,
2010200101,
2010200102,
2010200201,
2010200202,
2010200301,
2010200302,
2010200401,
2010200402,
2010200501,
2010200502,3.05577E+19
2010200601,
2010200602,
2010200701,
2010200702,3.05577E+19
2010200801,
2010200802,
2010210101,
2010210102,3.05577E+19
2010210201,
2010210202,
2010210301,
2010210302,
2010210401,
2010210402,3.05577E+19
2010210501,
2010210502,
2010210601,
2010210602,
2010210701,
2010210702,
2010210801,
2010210802,
2010220101,
2010220102,
2010220201,
2010220202,
2010220301,
2010220302,
2010220401,
2010220402,3.05577E+19
2010220501,
2010220502,
2010220601,
2010220602,
2010220701,
2010220702,
2010220801,
2010220802,
2010230101,
2010230102,
2010230201,
2010230202,
2010230301,
2010230302,
2010230401,
2010230402,
2010230501,
2010230502,
2010230601,
2010230602,
2010230701,
2010230702,
2010230801,
2010230802,
2010240101,
2010240102,
2010240201,
2010240202,
2010240301,
2010240302,
2010240401,
2010240402,
2010240501,
2010240502,
2010240601,
2010240602,3.05577E+19
2010240701,
2010240702,
2010240801,
2010240802,
2010250101,
2010250102,
2010250201,
2010250202,
2010250301,
2010250302,
2010250401,
2010250402,
2010250501,
2010250502,
2010250601,
2010250602,
2010250701,
2010250702,3.05577E+19
2010250801,
2010250802,
2010260101,
2010260102,
2010260201,
2010260202,
2010260301,
2010260302,
2010260401,
2010260402,
2010260501,
2010260502,
2010260601,
2010260602,
2010260701,
2010260702,
2010260801,
2010260802,3.05577E+19
2010270101,
2010270102,
2010270201,
2010270202,3.05577E+19
2010270301,
2010270302,
2010270401,
2010270402,
2010270501,
2010270502,
2010270601,
2010270602,
2010270701,
2010270702,
2010270801,
2010270802,
2010280101,
2010280102,
2010280201,
2010280202,
2010280301,
2010280302,
2010280401,
2010280402,
2010280501,
2010280502,
2010280601,
2010280602,
2010280701,
2010280702,
2010280801,
2010280802,
2010290101,
2010290102,
2010290201,
2010290202,
2010290301,
2010290302,
2010290401,
2010290402,
2010290501,
2010290502,
2010290601,
2010290602,
2010290701,
2010290702,
2010290801,
2010290802,3.05577E+19
2010300101,
2010300102,3.05577E+19
2010300201,
2010300202,
2010300301,
2010300302,
2010300401,
2010300402,
2010300501,
2010300502,
2010300601,
2010300602,
2010300701,
2010300702,3.05577E+19
2010300801,
2010300802,
2010310101,
2010310102,
2010310201,
2010310202,
2010310301,
2010310302,
2010310401,
2010310402,
2010310501,
2010310502,
2010310601,
2010310602,3.05577E+19
2010310701,
2010310702,
2010310801,
2010310802,
2010320101,
2010320102,
2010320201,
2010320202,
2010320301,
2010320302,
2010320401,
2010320402,
2010320501,
2010320502,
2010320601,
2010320602,
2010320701,
2010320702,
2010320801,
2010320802,
2010330101,
2010330102,
2010330201,
2010330202,
2010330301,
2010330302,
2010330401,
2010330402,
2010330501,
2010330502,3.05577E+19
2010330601,
2010330602,
2010330701,
2010330702,
2010330801,
2010330802,
2010340101,
2010340102,
2010340201,
2010340202,
2010340301,
2010340302,
2010340401,
2010340402,
2010340501,
2010340502,
2010340601,
2010340602,
2010340701,
2010340702,3.05577E+19
2010340801,
2010340802,
2010350101,
2010350102,3.05577E+19
2010350201,
2010350202,
2010350301,
2010350302,
2010350401,
2010350402,
2010350501,
2010350502,
2010350601,
2010350602,
2010350701,
2010350702,
2010350801,
2010350802,
2010360101,
2010360102,3.05577E+19
2010360201,
2010360202,
2010360301,
2010360302,
2010360401,
2010360402,
2010360501,
2010360502,
2010360601,
2010360602,
2010360701,
2010360702,
2010360801,
2010360802,3.05577E+19
2010370101,
2010370102,
2010370201,
2010370202,
2010370301,
2010370302,
2010370401,
2010370402,
2010370501,
2010370502,
2010370601,
2010370602,
2010370701,
2010370702,
2010370801,
2010370802,
2010380101,
2010380102,3.05577E+19
2010380201,
2010380202,
2010380301,
2010380302,
2010380401,
2010380402,
2010380501,
2010380502,
2010380601,
2010380602,
2010380701,
2010380702,
2010380801,
2010380802,
2010390101,
2010390102,
2010390201,
2010390202,
2010390301,
2010390302,
2010390401,
2010390402,
2010390501,
2010390502,
2010390601,
2010390602,
2010390701,
2010390702,
2010390801,
2010390802,
2010400101,
2010400102,3.05577E+19
2010400201,
2010400202,3.05577E+19
2010400301,
2010400302,
2010400401,
2010400402,
2010400501,
2010400502,3.05577E+19
2010400601,
2010400602,
2010400701,
2010400702,
2010400801,
2010400802,
2010410101,
2010410102,3.05577E+19
2010410201,
2010410202,
2010410301,
2010410302,
2010410401,
2010410402,
2010410501,
2010410502,
2010410601,
2010410602,
2010410701,
2010410702,
2010410801,
2010410802,3.05577E+19
2010420101,
2010420102,
2010420201,
2010420202,
2010420301,
2010420302,
2010420401,
2010420402,
2010420501,
2010420502,
2010420601,
2010420602,
2010420701,
2010420702,
2010420801,
2010420802,
2010430101,
2010430102,
2010430201,
2010430202,
2010430301,
2010430302,
2010430401,
2010430402,
2010430501,
2010430502,
2010430601,
2010430602,
2010430701,
2010430702,
2010430801,
2010430802,
2010440101,
2010440102,
2010440201,
2010440202,
2010440301,
2010440302,
2010440401,
2010440402,
2010440501,
2010440502,
2010440601,
2010440602,
2010440701,
2010440702,
2010440801,
2010440802,
2010450101,
2010450102,
2010450201,
2010450202,
2010450301,
2010450302,
2010450401,
2010450402,
2010450501,
2010450502,
2010450601,
2010450602,
2010450701,
2010450702,
2010450801,
2010450802,
2010460101,
2010460102,
2010460201,
2010460202,3.05577E+19
2010460301,
2010460302,
2010460401,
2010460402,
2010460501,
2010460502,
2010460601,
2010460602,3.05577E+19
2010460701,
2010460702,3.05577E+19
2010460801,
2010460802,
2010470101,
2010470102,
2010470201,
2010470202,
2010470301,
2010470302,
2010470401,
2010470402,
2010470501,
2010470502,
2010470601,
2010470602,
2010470701,
2010470702,
2010470801,
2010470802,
2010480101,
2010480102,
2010480201,
2010480202,
2010480301,
2010480302,
2010480401,
2010480402,
2010480501,
2010480502,
2010480601,
2010480602,
2010480701,
2010480702,
2010480801,
2010480802,
2010490101,
2010490102,
2010490201,
2010490202,
2010490301,
2010490302,
2010490401,
2010490402,
2010490501,
2010490502,
2010490601,
2010490602,
2010490701,
2010490702,
2010490801,
2010490802,
2010500101,
2010500102,
2010500201,
2010500202,
2010500301,
2010500302,
2010500401,
2010500402,
2010500501,
2010500502,
2010500601,
2010500602,
2010500701,
2010500702,
2010500801,
2010500802,
2010510101,
2010510102,
2010510201,
2010510202,
2010510301,
2010510302,
2010510401,
2010510402,
2010510501,
2010510502,3.05577E+19
2010510601,
2010510602,
2010510701,
2010510702,
2010510801,
2010510802,
2010520101,
2010520102,3.05577E+19
2010520201,
2010520202,3.05577E+19
2010520301,
2010520302,
2010520401,
2010520402,
2010520501,
2010520502,
2010520601,
2010520602,
2010520701,
2010520702,
2010520801,
2010520802,3.05577E+19
2010530101,
2010530102,
2010530201,
2010530202,
2010530301,
2010530302,
2010530401,
2010530402,
2010530501,
2010530502,
2010530601,
2010530602,
2010530701,
2010530702,3.05577E+19
2010530801,
2010530802,
2010540101,
2010540102,
2010540201,
2010540202,
2010540301,
2010540302,
2010540401,
2010540402,
2010540501,
2010540502,
2010540601,
2010540602,
2010540701,
2010540702,
2010540801,
2010540802,
2010550101,
2010550102,
2010550201,
2010550202,
2010550301,
2010550302,
2010550401,
2010550402,
2010550501,
2010550502,
2010550601,
2010550602,
2010550701,
2010550702,
2010550801,
2010550802,
2010560101,
2010560102,
2010560201,
2010560202,3.05577E+19
2010560301,
2010560302,
2010560401,
2010560402,
2010560501,
2010560502,
2010560601,
2010560602,
2010560701,
2010560702,
2010560801,
2010560802,
2010570101,
2010570102,
2010570201,
2010570202,
2010570301,
2010570302,3.05577E+19
2010570401,
2010570402,
2010570501,
2010570502,3.05577E+19
2010570601,
2010570602,
2010570701,
2010570702,
2010570801,
2010570802,
2010580101,
2010580102,
2010580201,
2010580202,
2010580301,
2010580302,
2010580401,
2010580402,3.05577E+19
2010580501,
2010580502,
2010580601,
2010580602,
2010580701,
2010580702,
2010580801,
2010580802,
2010590101,
2010590102,
2010590201,
2010590202,
2010590301,
2010590302,
2010590401,
2010590402,3.05577E+19
2010590501,
2010590502,
2010590601,
2010590602,
2010590701,
2010590702,
2010590801,
2010590802,3.05577E+19
2010600101,
2010600102,
2010600201,
2010600202,
2010600301,
2010600302,
2010600401,
2010600402,
2010600501,
2010600502,
2010600601,
2010600602,3.05577E+19
2010600701,
2010600702,
2010600801,
2010600802,
2020010101,3.05577E+19
2020010102,3.05577E+19
2020010201,3.05577E+19
2020010202,3.05577E+19
2020010301,3.05577E+19
2020010302,3.05577E+19
2020010401,3.05577E+19
2020010402,3.05577E+19
2020010501,3.05577E+19
2020010502,3.05577E+19
2020010601,3.05577E+19
2020010602,3.05577E+19
2020010701,3.05577E+19
2020010702,3.05577E+19
2020010801,3.05577E+19
2020010802,3.05577E+19
2020020101,3.05577E+19
2020020102,3.05577E+19
2020020201,3.05577E+19
2020020202,3.05577E+19
2020020301,3.05577E+19
2020020302,3.05577E+19
2020020401,3.05577E+19
2020020402,3.05577E+19
2020020501,3.05577E+19
2020020502,3.05577E+19
2020020601,3.05577E+19
2020020602,3.05577E+19
2020020701,3.05577E+19
2020020702,3.05577E+19
2020020801,3.05577E+19
2020020802,3.05577E+19
2020030101,
2020030102,3.05577E+19
2020030201,3.05577E+19
2020030202,3.05577E+19
2020030301,3.05577E+19
2020030302,3.05577E+19
2020030401,3.05577E+19
2020030402,3.05577E+19
2020030501,3.05577E+19
2020030502,3.05577E+19
2020030601,3.05577E+19
2020030602,3.05577E+19
2020030701,3.05577E+19
2020030702,3.05577E+19
2020030801,3.05577E+19
2020030802,3.05577E+19
2020040101,
2020040102,3.05577E+19
2020040201,
2020040202,3.05577E+19
2020040301,
2020040302,3.05577E+19
2020040401,3.05577E+19
2020040402,3.05577E+19
2020040501,3.05577E+19
2020040502,3.05577E+19
2020040601,3.05577E+19
2020040602,3.05577E+19
2020040701,
2020040702,3.05577E+19
2020040801,
2020040802,3.05577E+19
2020050101,
2020050102,
2020050201,
2020050202,
2020050301,
2020050302,3.05577E+19
2020050401,3.05577E+19
2020050402,3.05577E+19
2020050501,3.05577E+19
2020050502,3.05577E+19
2020050601,3.05577E+19
2020050602,3.05577E+19
2020050701,
2020050702,3.05577E+19
2020050801,
2020050802,
2020060101,
2020060102,3.05577E+19
2020060201,
2020060202,
2020060301,
2020060302,
2020060401,
2020060402,3.05577E+19
2020060501,
2020060502,3.05577E+19
2020060601,
2020060602,3.05577E+19
2020060701,
2020060702,
2020060801,
2020060802,3.05577E+19
2020070101,
2020070102,
2020070201,
2020070202,
2020070301,
2020070302,
2020070401,
2020070402,
2020070501,
2020070502,3.05577E+19
2020070601,
2020070602,
2020070701,
2020070702,
2020070801,
2020070802,
2020080101,
2020080102,
2020080201,
2020080202,3.05577E+19
2020080301,
2020080302,
2020080401,
2020080402,
2020080501,
2020080502,3.05577E+19
2020080601,
2020080602,
2020080701,
2020080702,
2020080801,
2020080802,
2020090101,
2020090102,
2020090201,
2020090202,
2020090301,
2020090302,
2020090401,
2020090402,
2020090501,
2020090502,
2020090601,
2020090602,
2020090701,
2020090702,
2020090801,
2020090802,
2020100101,
2020100102,
2020100201,
2020100202,
2020100301,
2020100302,
2020100401,
2020100402,
2020100501,
2020100502,3.05577E+19
2020100601,
2020100602,
2020100701,
2020100702,
2020100801,
2020100802,
2020110101,
2020110102,
2020110201,
2020110202,
2020110301,
2020110302,
2020110401,
2020110402,
2020110501,
2020110502,
2020110601,
2020110602,
2020110701,
2020110702,
2020110801,
2020110802,
2020120101,
2020120102,
2020120201,
2020120202,
2020120301,
2020120302,
2020120401,
2020120402,
2020120501,
2020120502,3.05577E+19
2020120601,
2020120602,
2020120701,
2020120702,
2020120801,
2020120802,
2020130101,
2020130102,
2020130201,
2020130202,
2020130301,
2020130302,3.05577E+19
2020130401,
2020130402,
2020130501,
2020130502,
2020130601,
2020130602,
2020130701,
2020130702,
2020130801,
2020130802,
2020140101,
2020140102,
2020140201,
2020140202,
2020140301,
2020140302,
2020140401,
2020140402,
2020140501,
2020140502,
2020140601,
2020140602,
2020140701,
2020140702,
2020140801,
2020140802,
2020150101,
2020150102,
2020150201,
2020150202,
2020150301,
2020150302,
2020150401,
2020150402,
2020150501,
2020150502,
2020150601,
2020150602,
2020150701,
2020150702,
2020150801,
2020150802,
2020160101,
2020160102,
2020160201,
2020160202,
2020160301,
2020160302,
2020160401,
2020160402,3.05577E+19
2020160501,
2020160502,
2020160601,
2020160602,
2020160701,
2020160702,
2020160801,
2020160802,
2020170101,
2020170102,
2020170201,
2020170202,
2020170301,
2020170302,
2020170401,
2020170402,
2020170501,
2020170502,
2020170601,
2020170602,
2020170701,
2020170702,
2020170801,
2020170802,
2020180101,
2020180102,
2020180201,
2020180202,
2020180301,
2020180302,
2020180401,
2020180402,
2020180501,
2020180502,
2020180601,
2020180602,
2020180701,
2020180702,
2020180801,
2020180802,
2020190101,
2020190102,
2020190201,
2020190202,
2020190301,
2020190302,3.05577E+19
2020190401,
2020190402,
2020190501,
2020190502,
2020190601,
2020190602,
2020190701,
2020190702,
2020190801,
2020190802,
2020200101,
2020200102,
2020200201,
2020200202,
2020200301,
2020200302,3.05577E+19
2020200401,
2020200402,
2020200501,
2020200502,
2020200601,
2020200602,
2020200701,
2020200702,
2020200801,
2020200802,
2020210101,
2020210102,
2020210201,
2020210202,
2020210301,
2020210302,
2020210401,
2020210402,
2020210501,
2020210502,
2020210601,
2020210602,
2020210701,
2020210702,
2020210801,
2020210802,
2020220101,
2020220102,
2020220201,
2020220202,
2020220301,
2020220302,
2020220401,
2020220402,
2020220501,
2020220502,
2020220601,
2020220602,
2020220701,
2020220702,
2020220801,
2020220802,
2020230101,
2020230102,
2020230201,
2020230202,
2020230301,
2020230302,3.05577E+19
2020230401,
2020230402,3.05577E+19
2020230501,
2020230502,
2020230601,
2020230602,
2020230701,
2020230702,
2020230801,
2020230802,
2020240101,
2020240102,
2020240201,
2020240202,
2020240301,
2020240302,3.05577E+19
2020240401,
2020240402,
2020240501,
2020240502,
2020240601,
2020240602,
2020240701,
2020240702,
2020240801,
2020240802,
2020250101,
2020250102,3.05577E+19
2020250201,
2020250202,
2020250301,
2020250302,
2020250401,
2020250402,
2020250501,
2020250502,
2020250601,
2020250602,
2020250701,
2020250702,
2020250801,
2020250802,
2020260101,
2020260102,
2020260201,
2020260202,
2020260301,
2020260302,
2020260401,
2020260402,
2020260501,
2020260502,
2020260601,
2020260602,
2020260701,
2020260702,
2020260801,
2020260802,
2020270101,
2020270102,
2020270201,
2020270202,
2020270301,
2020270302,
2020270401,
2020270402,3.05577E+19
2020270501,
2020270502,
2020270601,
2020270602,
2020270701,
2020270702,
2020270801,
2020270802,
2020280101,
2020280102,
2020280201,
2020280202,
2020280301,
2020280302,
2020280401,
2020280402,
2020280501,
2020280502,
2020280601,
2020280602,3.05577E+19
2020280701,
2020280702,
2020280801,
2020280802,3.05577E+19
2020290101,
2020290102,
2020290201,
2020290202,
2020290301,
2020290302,
2020290401,
2020290402,
2020290501,
2020290502,3.05577E+19
2020290601,
2020290602,
2020290701,
2020290702,3.05577E+19
2020290801,
2020290802,3.05577E+19
2020300101,
2020300102,
2020300201,
2020300202,
2020300301,
2020300302,
2020300401,
2020300402,
2020300501,
2020300502,
2020300601,
2020300602,
2020300701,
2020300702,
2020300801,
2020300802,
2020310101,
2020310102,
2020310201,
2020310202,
2020310301,
2020310302,
2020310401,
2020310402,
2020310501,
2020310502,
2020310601,
2020310602,
2020310701,
2020310702,
2020310801,
2020310802,
2020320101,
2020320102,
2020320201,
2020320202,
2020320301,
2020320302,
2020320401,
2020320402,
2020320501,
2020320502,
2020320601,
2020320602,
2020320701,
2020320702,
2020320801,
2020320802,
2020330101,
2020330102,3.05577E+19
2020330201,
2020330202,
2020330301,
2020330302,
2020330401,
2020330402,
2020330501,
2020330502,3.05577E+19
2020330601,
2020330602,
2020330701,
2020330702,
2020330801,
2020330802,
2020340101,
2020340102,
2020340201,
2020340202,
2020340301,
2020340302,
2020340401,
2020340402,
2020340501,
2020340502,
2020340601,
2020340602,
2020340701,
2020340702,
2020340801,
2020340802,
2020350101,
2020350102,
2020350201,
2020350202,
2020350301,
2020350302,
2020350401,
2020350402,
2020350501,
2020350502,
2020350601,
2020350602,
2020350701,
2020350702,
2020350801,
2020350802,
2020360101,
2020360102,3.05577E+19
2020360201,
2020360202,
2020360301,
2020360302,
2020360401,
2020360402,
2020360501,
2020360502,
2020360601,
2020360602,
2020360701,
2020360702,
2020360801,
2020360802,
2020370101,
2020370102,3.05577E+19
2020370201,
2020370202,
2020370301,
2020370302,
2020370401,
2020370402,
2020370501,
2020370502,
2020370601,
2020370602,
2020370701,
2020370702,
2020370801,
2020370802,
2020380101,
2020380102,
2020380201,
2020380202,
2020380301,
2020380302,
2020380401,
2020380402,
2020380501,
2020380502,
2020380601,
2020380602,
2020380701,
2020380702,
2020380801,
2020380802,
2020390101,
2020390102,
2020390201,
2020390202,
2020390301,
2020390302,
2020390401,
2020390402,3.05577E+19
2020390501,
2020390502,
2020390601,
2020390602,
2020390701,
2020390702,
2020390801,
2020390802,3.05577E+19
2020400101,
2020400102,
2020400201,
2020400202,
2020400301,
2020400302,
2020400401,
2020400402,
2020400501,
2020400502,3.05577E+19
2020400601,
2020400602,
2020400701,
2020400702,
2020400801,
2020400802,3.05577E+19
2020410101,
2020410102,
2020410201,
2020410202,
2020410301,
2020410302,
2020410401,
2020410402,
2020410501,
2020410502,
2020410601,
2020410602,
2020410701,
2020410702,
2020410801,
2020410802,
2020420101,
2020420102,
2020420201,
2020420202,
2020420301,
2020420302,
2020420401,
2020420402,
2020420501,
2020420502,
2020420601,
2020420602,3.05577E+19
2020420701,
2020420702,
2020420801,
2020420802,
2020430101,
2020430102,
2020430201,
2020430202,
2020430301,
2020430302,
2020430401,
2020430402,
2020430501,
2020430502,
2020430601,
2020430602,
2020430701,
2020430702,3.05577E+19
2020430801,
2020430802,
2020440101,
2020440102,
2020440201,
2020440202,
2020440301,
2020440302,
2020440401,
2020440402,
2020440501,
2020440502,
2020440601,
2020440602,
2020440701,
2020440702,
2020440801,
2020440802,3.05577E+19
2020450101,
2020450102,
2020450201,
2020450202,
2020450301,
2020450302,
2020450401,
2020450402,
2020450501,
2020450502,
2020450601,
2020450602,
2020450701,
2020450702,
2020450801,
2020450802,
2020460101,
2020460102,
2020460201,
2020460202,
2020460301,
2020460302,
2020460401,
2020460402,3.05577E+19
2020460501,
2020460502,
2020460601,
2020460602,
2020460701,
2020460702,
2020460801,
2020460802,
2020470101,
2020470102,
2020470201,
2020470202,
2020470301,
2020470302,
2020470401,
2020470402,
2020470501,
2020470502,
2020470601,
2020470602,
2020470701,
2020470702,
2020470801,
2020470802,
2020480101,
2020480102,
2020480201,
2020480202,
2020480301,
2020480302,
2020480401,
2020480402,
2020480501,
2020480502,
2020480601,
2020480602,
2020480701,
2020480702,
2020480801,
2020480802,
2020490101,
2020490102,
2020490201,
2020490202,
2020490301,
2020490302,
2020490401,
2020490402,
2020490501,
2020490502,
2020490601,
2020490602,3.05577E+19
2020490701,
2020490702,
2020490801,
2020490802,
2020500101,
2020500102,
2020500201,
2020500202,
2020500301,
2020500302,
2020500401,
2020500402,
2020500501,
2020500502,
2020500601,
2020500602,
2020500701,
2020500702,
2020500801,
2020500802,
2020510101,
2020510102,3.05577E+19
2020510201,
2020510202,
2020510301,
2020510302,
2020510401,
2020510402,
2020510501,
2020510502,
2020510601,
2020510602,
2020510701,
2020510702,
2020510801,
2020510802,
2020520101,
2020520102,
2020520201,
2020520202,
2020520301,
2020520302,
2020520401,
2020520402,
2020520501,
2020520502,
2020520601,
2020520602,
2020520701,
2020520702,
2020520801,
2020520802,
2020530101,
2020530102,
2020530201,
2020530202,
2020530301,
2020530302,
2020530401,
2020530402,3.05577E+19
2020530501,
2020530502,
2020530601,
2020530602,
2020530701,
2020530702,
2020530801,
2020530802,
2020540101,
2020540102,
2020540201,
2020540202,
2020540301,
2020540302,
2020540401,
2020540402,
2020540501,
2020540502,
2020540601,
2020540602,
2020540701,
2020540702,
2020540801,
2020540802,
2020550101,
2020550102,
2020550201,
2020550202,
2020550301,
2020550302,
2020550401,
2020550402,
2020550501,
2020550502,
2020550601,
2020550602,
2020550701,
2020550702,3.05577E+19
2020550801,
2020550802,
2020560101,
2020560102,
2020560201,
2020560202,
2020560301,
2020560302,
2020560401,
2020560402,
2020560501,
2020560502,
2020560601,
2020560602,
2020560701,
2020560702,
2020560801,
2020560802,
2020570101,
2020570102,
2020570201,
2020570202,
2020570301,
2020570302,3.05577E+19
2020570401,
2020570402,
2020570501,
2020570502,
2020570601,
2020570602,
2020570701,
2020570702,
2020570801,
2020570802,
2020580101,
2020580102,
2020580201,
2020580202,3.05577E+19
2020580301,
2020580302,
2020580401,
2020580402,
2020580501,
2020580502,
2020580601,
2020580602,
2020580701,
2020580702,
2020580801,
2020580802,
2020590101,
2020590102,
2020590201,
2020590202,
2020590301,
2020590302,
2020590401,
2020590402,3.05577E+19
2020590501,
2020590502,
2020590601,
2020590602,
2020590701,
2020590702,
2020590801,
2020590802,
2020600101,
2020600102,
2020600201,
2020600202,
2020600301,
2020600302,
2020600401,
2020600402,
2020600501,
2020600502,
2020600601,
2020600602,
2020600701,
2020600702,
2020600801,
2020600802,
3010010101,3.05577E+19
3010010102,3.05577E+19
3010010201,3.05577E+19
3010010202,3.05577E+19
3010010301,3.05577E+19
3010010302,3.05577E+19
3010010401,3.05577E+19
3010010402,3.05577E+19
3010010501,3.05577E+19
3010010502,3.05577E+19
3010010601,3.05577E+19
3010010602,3.05577E+19
3010010701,3.05577E+19
3010010702,3.05577E+19
3010010801,3.05577E+19
3010010802,3.05577E+19
3010020101,3.05577E+19
3010020102,3.05577E+19
3010020201,3.05577E+19
3010020202,3.05577E+19
3010020301,3.05577E+19
3010020302,3.05577E+19
3010020401,3.05577E+19
3010020402,3.05577E+19
3010020501,3.05577E+19
3010020502,3.05577E+19
3010020601,3.05577E+19
3010020602,3.05577E+19
3010020701,3.05577E+19
3010020702,3.05577E+19
3010020801,3.05577E+19
3010020802,3.05577E+19
3010030101,3.05577E+19
3010030102,3.05577E+19
3010030201,3.05577E+19
3010030202,3.05577E+19
3010030301,3.05577E+19
3010030302,3.05577E+19
3010030401,3.05577E+19
3010030402,3.05577E+19
3010030501,3.05577E+19
3010030502,3.05577E+19
3010030601,3.05577E+19
3010030602,3.05577E+19
3010030701,3.05577E+19
3010030702,3.05577E+19
3010030801,3.05577E+19
3010030802,3.05577E+19
3010040101,
3010040102,3.05577E+19
3010040201,
3010040202,3.05577E+19
3010040301,3.05577E+19
3010040302,3.05577E+19
3010040401,3.05577E+19
3010040402,3.05577E+19
3010040501,3.05577E+19
3010040502,3.05577E+19
3010040601,3.05577E+19
3010040602,3.05577E+19
3010040701,3.05577E+19
3010040702,3.05577E+19
3010040801,
3010040802,3.05577E+19
3010050101,
3010050102,
3010050201,
3010050202,3.05577E+19
3010050301,
3010050302,3.05577E+19
3010050401,3.05577E+19
3010050402,3.05577E+19
3010050501,3.05577E+19
3010050502,3.05577E+19
3010050601,3.05577E+19
3010050602,3.05577E+19
3010050701,3.05577E+19
3010050702,3.05577E+19
3010050801,
3010050802,3.05577E+19
3010060101,
3010060102,
3010060201,
3010060202,3.05577E+19
3010060301,
3010060302,
3010060401,
3010060402,3.05577E+19
3010060501,3.05577E+19
3010060502,3.05577E+19
3010060601,3.05577E+19
3010060602,3.05577E+19
3010060701,
3010060702,
3010060801,
3010060802,
3010070101,
3010070102,
3010070201,
3010070202,
3010070301,
3010070302,
3010070401,
3010070402,
3010070501,
3010070502,3.05577E+19
3010070601,
3010070602,
3010070701,
3010070702,3.05577E+19
3010070801,
3010070802,
3010080101,
3010080102,
3010080201,
3010080202,
3010080301,
3010080302,
3010080401,
3010080402,3.05577E+19
3010080501,
3010080502,
3010080601,
3010080602,
3010080701,
3010080702,
3010080801,
3010080802,
3010090101,
3010090102,3.05577E+19
3010090201,
3010090202,
3010090301,
3010090302,
3010090401,
3010090402,
3010090501,
3010090502,
3010090601,
3010090602,
3010090701,
3010090702,
3010090801,
3010090802,
3010100101,
3010100102,
3010100201,
3010100202,
3010100301,
3010100302,
3010100401,
3010100402,
3010100501,
3010100502,
3010100601,
3010100602,
3010100701,
3010100702,
3010100801,
3010100802,
3010110101,
3010110102,
3010110201,
3010110202,
3010110301,
3010110302,
3010110401,
3010110402,
3010110501,
3010110502,
3010110601,
3010110602,3.05577E+19
3010110701,
3010110702,
3010110801,
3010110802,
3010120101,
3010120102,
3010120201,
3010120202,
3010120301,
3010120302,
3010120401,
3010120402,
3010120501,
